OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,complete_1,ref_id,tnorm,tnorm_n,standCt
841,-18.32840205,-178.6923997,1.442456492,1,332,FJI.AIW,"Aiwa, Lau Islands",1,FIJ-OO,Fiji,FIJ,60,6,Pacific,FJI,Fiji,2,2,43,69.326,69.326,1
842,-18.21109269,-178.7898655,62.10584788,32,333,FJI.LAK,"Lakeba, Lau Islands",1,FIJ-OO,Fiji,FIJ,60,6,Pacific,FJI,Fiji,2,2,43,51.525,51.525,32
843,-18.1456889,178.5870819,0.823853634,36,334,FJI.NAS,"Nasoata, Fiji Islands",1,FIJ-OO,Fiji,FIJ,60,6,Pacific,FJI,Fiji,3,2,124,4369.708,4369.708,36
844,-17.97832233,-179.0524082,19.34123945,17,335,FJI.NAY,"Nayau, Lau Islands",1,FIJ-OO,Fiji,FIJ,60,6,Pacific,FJI,Fiji,2,2,43,87.895,87.895,17
845,-12.50316528,177.080375,47.20967607,246,336,FJI.ROT,Rotuma,1,FIJ-OO,Fiji,FIJ,60,6,Pacific,FJI,Fiji,2,2,83,521.08,506.252,239
847,-46.34171609,51.55438112,364.4750384,59,337,FRA.CI,Crozet Islands,1,CRZ-OO,Crozet Is.,CRZ,90,9,Antarctic,ATF,French Southern Territories (the),3,2,44,16.188,16.188,59
848,10.30285597,-109.2168599,10.0972408,16,338,FRA.CLI,Clipperton Island,1,CPI-CL,Clipperton I.,CPI,80,8,Southern America,PYF,French Polynesia,2,2,107,158.459,158.459,16
849,42.15173171,9.105558651,8739.211186,401,339,FRA.COR,Corsica,1,COR-OO,Corse,COR,12,1,Europe,FRA,France,3,2,29,4.589,4.543,397
850,-49.2933721,69.49394343,8689.908967,69,341,FRA.KI,Kerguelen Islands,1,KEG-OO,Kerguelen,KEG,90,9,Antarctic,ATF,French Southern Territories (the),3,2,44,0.794,0.794,69
851,62.04123176,-6.929831924,712.6204438,28,342,FRO,Faroe Islands,1,FOR-OO,F?royar,FOR,10,1,Europe,FRO,Faroe Islands (the),2,2,29,3.929,3.929,28
852,-0.597506774,11.79304392,261815.2725,114,343,GAB,Gabon,0,GAB-OO,Gabon,GAB,23,2,Africa,GAB,Gabon,1,2,3,0.044,0.043,112
853,-7.339329103,72.43426346,37.31779765,133,344,GBR.DG,Diego Garcia,1,CGS-OO,Chagos Archipelago,CGS,29,2,Africa,IOT,British Indian Ocean Territory (the),2,1,137,356.398,356.398,133
854,52.58979366,-1.46106776,130795.5111,1438,345,GBR.ENG,England,1,GRB-OO,Great Britain,GRB,10,1,Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the),3,2,106,1.099,1.073,1404
855,54.61202133,-6.691185776,14084.64035,391,346,GBR.NIR,Northern Ireland,1,IRE-NI,Northern Ireland,IRE,10,1,Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the),3,2,29,2.776,2.776,391
856,56.83967215,-4.190645102,79411.83982,904,347,GBR.SCO,Scotland,1,GRB-OO,Great Britain,GRB,10,1,Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the),3,2,106,1.138,1.103,876
857,52.33684365,-3.761613404,20951.42244,878,348,GBR.WAL,Wales,1,GRB-OO,Great Britain,GRB,10,1,Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the),3,2,106,4.191,4.052,849
858,42.1751328,43.5298772,69746.30242,149,349,GEO,Georgia,0,TCS-GR,Georgia,TCS,33,3,Asia-Temperate,GEO,Georgia,2,2,67,0.214,0.212,148
859,7.933216383,-1.215947945,239300.8059,507,350,GHA,Ghana,0,GHA-OO,Ghana,GHA,22,2,Africa,GHA,Ghana,2,2,2417,0.212,0.135,322
860,10.43018566,-10.92749833,244529.0058,93,351,GIN,Guinea,0,GUI-OO,Guinea,GUI,22,2,Africa,GIN,Guinea,1,2,139,0.038,0.035,86
861,15.93211367,-61.26856868,159.8604091,31,352,GLP.MG,Maria Galante,1,LEE-GU,Guadeloupe,LEE,81,8,Southern America,GLP,Guadeloupe,2,1,1,19.392,19.392,31
862,12.15600986,-14.34732698,15015.871,27,353,GNB.EA,GNB_East,0,GNB-OO,Guinea-Bissau,GNB,22,2,Africa,GNB,Guinea-Bissau,1,2,22,0.18,0.18,27
863,12.22104996,-15.63729002,11226.30479,40,354,GNB.NO,GNB_North,0,GNB-OO,Guinea-Bissau,GNB,22,2,Africa,GNB,Guinea-Bissau,1,2,22,0.356,0.356,40
864,11.45452732,-15.21266238,7015.501825,30,355,GNB.SO,GNB_South,0,GNB-OO,Guinea-Bissau,GNB,22,2,Africa,GNB,Guinea-Bissau,1,2,22,0.428,0.428,30
865,39.11847122,22.88660605,125655.8685,140,357,GRC,Greece,0,GRC-OO,Greece,GRC,13,1,Europe,GRC,Greece,3,2,29,0.111,0.108,136
866,12.11374768,-61.68377607,316.6244605,157,358,GRD,Grenada,1,WIN-GR,Grenada,WIN,81,8,Southern America,GRD,Grenada,2,1,1,49.586,49.586,157
867,76.18221279,-43.66655441,248822.5804,146,359,GRL,Greenland,1,GNL-OO,Greenland,GNL,70,7,Northern America,GRL,Greenland,3,0,1997,0.059,0.058,145
868,3.92862091,-53.2456816,83360.86801,255,360,GUF,French Guiana,0,FRG-OO,French Guiana,FRG,82,8,Southern America,GUF,French Guiana,2,2,2390,0.306,0.228,190
869,13.44353661,144.7770383,549.4106442,866,361,GUM,Guam,1,MRN-GU,Guam,MRN,62,6,Pacific,GUM,Guam,2,2,103,157.623,152.345,837
870,4.777078486,-58.9814437,209432.7058,104,362,GUY,Guyana,0,GUY-OO,Guyana,GUY,82,8,Southern America,GUY,Guyana,2,2,2390,0.05,0.05,104
873,45.05116284,16.41177999,55888.90975,99,364,HRV,Croatia,0,YUG-CR,Croatia,YUG,13,1,Europe,HRV,Croatia,2,2,2403,0.177,0.175,98
874,18.84289916,-73.0463619,686.5521037,114,365,HTI.GO,Gonave,1,HAI-HA,Haiti,HAI,81,8,Southern America,HTI,Haiti,2,1,1,16.605,16.605,114
875,20.04492262,-72.78912425,182.49475,114,366,HTI.TI,"Tortuga Island, Haiti",1,HAI-HA,Haiti,HAI,81,8,Southern America,HTI,Haiti,2,1,1,62.468,62.468,114
876,47.16774391,19.4255648,92352.59699,146,367,HUN,Hungary,0,HUN-OO,Hungary,HUN,11,1,Europe,HUN,Hungary,2,2,29,0.158,0.156,144
877,-2.216650274,117.2576383,1839025.06,513,368,IDN,Indonesia,1,000-02,Indonesia,2,42,4,Asia-Tropical,IDN,Indonesia,2,2,109,0.028,0.027,504
878,54.22840691,-4.537847534,576.9226858,408,369,IMN,Isle of Man,1,GRB-OO,Great Britain,GRB,10,1,Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the),1,2,116,70.72,70.373,406
879,11.15131724,92.96875723,7219.121482,96,370,IND.AAN,Andaman and Nicobar,1,000-03,Andaman and Nicobar,3,41,4,Asia-Tropical,IND,India,2,2,2415,1.33,1.33,96
880,16.605485,79.58387118,275155.6431,228,371,IND.ANP,Andhra Pradesh,0,IND-AP,Andhra Pradesh,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.083,0.082,225
881,28.0329331,94.66280962,81998.09342,137,372,IND.ARP,Arunachal Pradesh,0,EHM-AP,Arunachal Pradesh,EHM,40,4,Asia-Tropical,IND,India,2,2,2415,0.167,0.167,137
882,26.34300831,92.83112196,79091.14196,152,373,IND.ASS,Assam,0,ASS-AS,Assam,ASS,40,4,Asia-Tropical,IND,India,2,2,2415,0.192,0.192,152
883,25.6318339,85.59508524,97526.40047,144,374,IND.BIH,Bihar,0,IND-BI,Bihar,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.148,0.148,144
884,30.72600505,76.77180662,134.8783508,127,375,IND.CHA,Chandigarh,0,IND-CH,Chandigarh,IND,40,4,Asia-Tropical,IND,India,2,2,2415,94.159,94.159,127
885,21.21922037,82.07289788,139988.6936,121,376,IND.CHH,Chhattisgarh,0,IND-CT,Chattisgarh,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.086,0.086,121
886,28.63905449,77.09834832,1274.493977,142,377,IND.DEL,Delhi,0,IND-DE,Delhi,IND,40,4,Asia-Tropical,IND,India,2,2,2415,11.142,11.142,142
887,15.35804264,74.0801635,4187.152834,181,378,IND.GOA,Goa,0,IND-GO,Goa,IND,40,4,Asia-Tropical,IND,India,2,2,2415,4.323,4.299,180
888,22.70424999,71.55557968,185027.6837,160,379,IND.GUJ,Gujarat,0,IND-GU,Gujarat,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.086,0.086,160
889,29.19227362,76.32412737,44082.6405,152,380,IND.HAR,Haryana,0,IND-HA,Haryana,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.345,0.345,152
890,31.91168469,77.25175558,55172.86641,556,381,IND.HIP,Himachal Pradesh,0,WHM-HP,Himachal Pradesh,WHM,40,4,Asia-Tropical,IND,India,2,2,2415,1.008,0.805,444
891,33.75325158,76.62426867,106213.819,192,382,IND.JAK,Jammu and Kashmir,0,WHM-JK,Jammu-Kashmir,WHM,40,4,Asia-Tropical,IND,India,2,2,2415,0.181,0.178,189
892,23.61929154,85.58854041,75639.88287,117,383,IND.JHA,Jharkhand,0,IND-JK,Jharkhand,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.155,0.155,117
893,14.68680579,76.18477095,189305.0763,271,384,IND.KAR,Karnataka,0,IND-KT,Karnataka,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.143,0.141,267
894,10.46811544,76.40430792,38568.60145,289,385,IND.KER,Kerala,0,IND-KE,Kerala,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.749,0.739,285
895,9.446844648,72.90196973,37.85419133,17,386,IND.LAK,Lakshadweep,1,LDV-OO,Laccadive Is.,LDV,40,4,Asia-Tropical,IND,India,2,2,2415,44.909,44.909,17
896,19.45063339,76.13270733,313051.2177,282,387,IND.MAH,Maharashtra,0,IND-MR,Maharashtra,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.09,0.089,278
897,24.72499856,93.88361054,21738.27384,134,388,IND.MAN,Manipur,0,ASS-MA,Manipur,ASS,40,4,Asia-Tropical,IND,India,2,2,2415,0.616,0.616,134
898,23.54505727,78.27098627,305277.766,151,389,IND.MAP,Madhya Pradesh,0,IND-MP,Madhya Pradesh,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.049,0.049,151
899,25.53515762,91.28010584,22508.78515,149,390,IND.MEG,Meghalaya,0,ASS-ME,Meghalaya,ASS,40,4,Asia-Tropical,IND,India,2,2,2415,0.662,0.662,149
900,23.29786842,92.83094007,20868.58002,129,391,IND.MIZ,Mizoram,0,ASS-MI,Mizoram,ASS,40,4,Asia-Tropical,IND,India,2,2,2415,0.618,0.618,129
901,26.0462689,94.44981552,16649.49288,134,392,IND.NAG,Nagaland,0,ASS-NA,Nagaland,ASS,40,4,Asia-Tropical,IND,India,2,2,2415,0.805,0.805,134
902,20.56648135,84.50430744,148980.5051,198,393,IND.ODI,Orissa,0,IND-OR,Orissa,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.133,0.132,197
903,11.96964528,79.94634781,557.9353253,134,394,IND.PUD,Puducherry,0,000-09,Puducherry,IND,40,4,Asia-Tropical,IND,India,2,2,2415,24.017,24.017,134
904,30.84672605,75.41506173,50989.26462,160,395,IND.PUN,Punjab,0,IND-PU,Punjab,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.314,0.314,160
905,26.58574657,73.84910769,341998.736,169,396,IND.RAJ,Rajasthan,0,IND-RA,Rajasthan,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.049,0.049,169
906,27.56326807,88.46628062,7259.685872,157,397,IND.SIK,Sikkim,0,EHM-SI,Sikkim,EHM,40,4,Asia-Tropical,IND,India,2,2,2415,2.163,2.163,157
907,11.00564065,78.404535,130124.4608,331,398,IND.TAN,Tamil Nadu,0,IND-TN,Tamil Nadu,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.254,0.251,326
908,23.74051585,91.73500665,10445.5335,127,399,IND.TRI,Tripura,0,ASS-TR,Tripura,ASS,40,4,Asia-Tropical,IND,India,2,2,2415,1.216,1.216,127
911,23.79838606,87.99161694,85283.61821,192,402,IND.WBE,West Bengal,0,IND-WB,West Bengal,IND,40,4,Asia-Tropical,IND,India,2,2,2415,0.225,0.225,192
913,65.09743122,-15.03672106,15507.2035,42,404,ISL.IAU,"East province, Iceland",1,ICE-OO,Iceland,ICE,10,1,Europe,ISL,Iceland,3,0,134,0.271,0.271,42
914,64.59133,-18.3409489,17424.89781,6,405,ISL.IMI,"Central Highlands, Iceland",1,ICE-OO,Iceland,ICE,10,1,Europe,ISL,Iceland,3,0,134,0.034,0.034,6
915,65.60706817,-18.19398966,24646.20286,48,406,ISL.INO,"North province, Iceland",1,ICE-OO,Iceland,ICE,10,1,Europe,ISL,Iceland,3,0,134,0.195,0.195,48
916,65.80687552,-22.75038263,6937.526771,32,407,ISL.INV,"North-West province, Iceland",1,ICE-OO,Iceland,ICE,10,1,Europe,ISL,Iceland,3,0,134,0.461,0.461,32
917,63.90023372,-19.80308191,9931.314714,49,408,ISL.ISU,"South province, Iceland",1,ICE-OO,Iceland,ICE,10,1,Europe,ISL,Iceland,3,0,134,0.493,0.493,49
918,64.68870333,-21.88288303,10470.63309,51,409,ISL.IVE,"Westprovince, Iceland",1,ICE-OO,Iceland,ICE,10,1,Europe,ISL,Iceland,3,0,134,0.487,0.487,51
919,31.44395984,34.99603399,21900.92832,103,410,ISR,Israel,0,PAL-IS,Israel,PAL,34,3,Asia-Temperate,ISR,Israel,1,2,2409,0.47,0.47,103
920,43.52479011,12.16244901,250408.9266,492,411,ITA.ITA,Italy (mainland),0,ITA-IT,Italy,ITA,13,1,Europe,ITA,Italy,3,2,29,0.196,0.192,481
921,40.09022444,9.036223557,23784.2013,120,412,ITA.SAR,Sardinia,1,SAR-OO,Sardegna,SAR,12,1,Europe,ITA,Italy,1,2,2377,0.505,0.5,119
922,37.58763453,14.15549666,25453.62531,146,413,ITA.SIC,Sicily,1,SIC-SI,Sicilia,SIC,13,1,Europe,ITA,Italy,2,2,29,0.574,0.574,146
923,18.15707142,-77.31048448,10992.97895,23,414,JAM,Jamaica,1,JAM-OO,Jamaica,JAM,81,8,Southern America,JAM,Jamaica,2,1,64,0.209,0.209,23
925,37.55117739,137.9783476,373508.034,3300,416,JPN,Japan,1,000-04,Japan,4,38,3,Asia-Temperate,JPN,Japan,1,2,2349,0.884,0.489,1825
926,0.517084998,37.84942418,582172.8275,433,417,KEN,Kenya,0,KEN-OO,Kenya,KEN,25,2,Africa,KEN,Kenya,2,0,2410,0.074,0.052,304
927,41.47631825,74.59198788,200947.0234,74,418,KGZ,Kyrgyzstan,0,KGZ-OO,Kirgizistan,KGZ,32,3,Asia-Temperate,KGZ,Kyrgyzstan,2,2,73,0.037,0.037,74
928,1.850736878,-157.3534063,468.9659172,1,419,KIR.KII,"Kiritimati, Northern Line Islands",1,LIN-KI,Kiribati Line Is.,LIN,61,6,Pacific,KIR,Kiribati,1,2,135,0.213,0.213,1
929,5.881681849,-162.0742183,4.291606945,8,420,KIR.PAL,"Palmyra, Norther Line Islands",1,LIN-KI,Kiribati Line Is.,LIN,61,6,Pacific,KIR,Kiribati,1,2,135,186.41,186.41,8
930,-2.812641052,-171.6730138,12.28307558,47,421,KIR.PI.CA,"Canton, Phoenix Islands",1,PHX-OO,Phoenix Is.,PHX,60,6,Pacific,KIR,Kiribati,2,2,118,382.64,382.64,47
931,-3.127491952,-171.0853985,6.563242087,6,422,KIR.PI.EB,"Enderbury, Phoenix Islands",1,PHX-OO,Phoenix Is.,PHX,60,6,Pacific,KIR,Kiribati,2,2,118,91.418,91.418,6
932,-4.674780015,-174.5222357,4.997995392,11,423,KIR.PI.GA,"Gardner, Phoenix Islands",1,PHX-OO,Phoenix Is.,PHX,60,6,Pacific,KIR,Kiribati,2,2,118,220.088,220.088,11
933,-4.514771223,-172.183039,8.09945009,22,424,KIR.PI.HU,"Hull, Phoenix Islands",1,PHX-OO,Phoenix Is.,PHX,60,6,Pacific,KIR,Kiribati,2,2,118,271.623,259.277,21
934,-3.595219437,-174.122741,0.661269287,1,425,KIR.PI.MK,"McKean, Phoenix Islands",1,PHX-OO,Phoenix Is.,PHX,60,6,Pacific,KIR,Kiribati,2,2,118,151.224,151.224,1
935,-4.455400691,-171.2444397,9.031617626,11,426,KIR.PI.SY,"Sydney, Phoenix Islands",1,PHX-OO,Phoenix Is.,PHX,60,6,Pacific,KIR,Kiribati,2,2,118,121.794,121.794,11
936,3.851105598,-159.2967773,31.19075673,5,427,KIR.TAB,Tabueran,1,LIN-KI,Kiribati Line Is.,LIN,61,6,Pacific,KIR,Kiribati,1,2,135,16.03,16.03,5
937,4.683798008,-160.3796092,14.70260369,4,428,KIR.TER,"Teraina, Norther Line Islands",1,LIN-KI,Kiribati Line Is.,LIN,61,6,Pacific,KIR,Kiribati,1,2,135,27.206,27.206,4
938,17.33922743,-62.76505946,171.7599436,104,429,KNA.KI,Saint Kitts,1,LEE-SK,St.Kitts-Nevis,LEE,81,8,Southern America,KNA,Saint Kitts and Nevis,2,1,1,60.55,60.55,104
939,17.15036012,-62.58646979,95.468543,23,430,KNA.NE,Nevis,1,LEE-SK,St.Kitts-Nevis,LEE,81,8,Southern America,KNA,Saint Kitts and Nevis,2,1,1,24.092,24.092,23
940,36.40255021,127.856557,94888.95539,310,431,KOR,"Korea, Republic of",0,KOR-SK,South Korea,KOR,38,3,Asia-Temperate,KOR,Korea (the Republic of),2,2,2336,0.327,0.325,308
941,18.50164892,103.7580819,230316.1514,212,432,LAO,Lao People's Democratic Republic,0,LAO-OO,Laos,LAO,41,4,Asia-Tropical,LAO,Lao People's Democratic Republic (the),1,1,88,0.092,0.089,204
942,6.442044154,-9.310681207,95175.56716,157,433,LBR,Liberia,0,LBR-OO,Liberia,LBR,22,2,Africa,LBR,Liberia,1,2,139,0.165,0.148,141
943,27.02894338,18.02259361,1619009.66,48,434,LBY,Libyan Arab Jamahiriya,0,LBY-OO,Libya,LBY,20,2,Africa,LBY,Libya,1,2,139,0.003,0.003,47
944,13.89843336,-60.96677353,614.1721411,294,435,LCA,Saint Lucia,1,WIN-SL,St.Lucia,WIN,81,8,Southern America,LCA,Saint Lucia,2,1,1,47.869,47.869,294
945,47.14246317,9.553804767,162.0390645,78,436,LIE,Liechtenstein,0,AUT-LI,Liechtenstein,AUT,11,1,Europe,LIE,Liechtenstein,2,2,29,48.137,47.519,77
946,7.615914607,80.70316286,66291.21045,394,437,LKA,Sri Lanka,1,SRL-OO,Sri Lanka,SRL,40,4,Asia-Tropical,LKA,Sri Lanka,2,2,110,0.594,0.554,367
947,-29.58313666,28.22271735,30736.70392,580,438,LSO,Lesotho,0,LES-OO,Lesotho,LES,27,2,Africa,LSO,Lesotho,3,2,100,1.887,0.908,279
948,55.3356707,23.89812086,65010.34816,259,439,LTU,Lithuania,0,BLT-LI,Lithuania,BLT,14,1,Europe,LTU,Lithuania,2,2,29,0.398,0.397,258
949,49.77982032,6.11020389,2585.614752,105,440,LUX,Luxembourg,0,BGM-LU,Luxembourg,BGM,11,1,Europe,LUX,Luxembourg,3,2,29,4.061,4.061,105
950,56.85753504,24.92942573,64643.17931,281,441,LVA,Latvia,0,BLT-LA,Latvia,BLT,14,1,Europe,LVA,Latvia,3,2,29,0.435,0.427,276
951,31.89640609,-6.323640227,405714.6701,177,442,MAR,Morocco,0,MOR-MO,Morocco,MOR,20,2,Africa,MAR,Morocco,1,2,139,0.044,0.043,173
952,47.19387079,28.47393054,33687.77366,193,443,MDA,Republic of Moldova,0,UKR-MO,Moldova,UKR,14,1,Europe,MDA,Moldova (the Republic of),2,2,29,0.573,0.552,186
953,-19.37316753,46.70599831,592983.8836,667,444,MDG,Madagascar,1,MDG-OO,Madagascar,MDG,29,2,Africa,MDG,Madagascar,1,2,139,0.112,0.098,579
954,22.01078718,-102.3624926,5594.615981,174,445,MEX.AGU,Aguascalientes,0,MXE-AG,Aguascalientes,MXE,79,7,Northern America,MEX,Mexico,2,2,2370,3.11,2.574,144
955,30.54053814,-115.0939748,72650.42321,265,923,MEX.BCN,Baja California Norte,0,MXN-BC,Baja California,MXN,79,7,Northern America,MEX,Mexico,2,2,2370,0.365,0.362,263
957,18.87245361,-90.43316779,50080.89966,307,447,MEX.CAM,Campeche,0,MXT-CA,Campeche,MXT,79,7,Northern America,MEX,Mexico,2,2,2370,0.613,0.517,259
958,28.80302878,-106.4443144,247593.3036,323,448,MEX.CHH,Chihuahua,0,MXE-CU,Chihuahua,MXE,79,7,Northern America,MEX,Mexico,2,2,2370,0.13,0.109,270
959,16.49897344,-92.46528041,73520.51734,666,449,MEX.CHP,Chiapas,0,MXT-CI,Chiapas,MXT,79,7,Northern America,MEX,Mexico,2,2,2370,0.906,0.794,584
960,27.30662414,-102.0335585,150595.7249,343,450,MEX.COA,Coahuila,0,MXE-CO,Coahuila,MXE,79,7,Northern America,MEX,Mexico,2,2,2370,0.228,0.195,294
961,19.13708758,-103.9179656,5729.713983,243,451,MEX.COL,Colima,0,MXS-CL,Colima,MXS,79,7,Northern America,MEX,Mexico,2,2,2370,4.241,3.683,211
963,24.93519454,-104.9200147,120423.3466,230,453,MEX.DUR,Durango,0,MXE-DU,Durango,MXE,79,7,Northern America,MEX,Mexico,2,2,2370,0.191,0.156,188
964,17.66699337,-99.90206444,64416.73629,326,454,MEX.GRO,Guerrero,0,MXS-GR,Guerrero,MXS,79,7,Northern America,MEX,Mexico,2,2,2370,0.506,0.433,279
965,20.8936873,-101.0213807,30381.97366,260,455,MEX.GUA,Guanajuato,0,MXE-GU,Guanajuato,MXE,79,7,Northern America,MEX,Mexico,2,2,2370,0.856,0.708,215
966,20.47151682,-98.87126642,21220.49298,396,456,MEX.HID,Hidalgo,0,MXE-HI,Hidalgo,MXE,79,7,Northern America,MEX,Mexico,2,2,2370,1.866,1.579,335
967,20.59861141,-103.62211,79627.71757,497,457,MEX.JAL,Jalisco,0,MXS-JA,Jalisco,MXS,79,7,Northern America,MEX,Mexico,2,2,2370,0.624,0.517,412
969,19.2110408,-101.8795324,59437.24303,517,459,MEX.MIC,MichoacΞΒΞ²ΒΒn,0,MXS-MI,MichoacΞΒΞΒ n,MXS,79,7,Northern America,MEX,Mexico,2,2,2370,0.87,0.734,436
970,18.75814264,-99.06933493,4992.123186,444,460,MEX.MOR,Morelos,0,MXC-MO,Morelos,MXC,79,7,Northern America,MEX,Mexico,2,2,2370,8.894,7.792,389
971,21.84917477,-104.9138018,27409.5271,291,461,MEX.NAY,Nayarit,0,MXS-NA,Nayarit,MXS,79,7,Northern America,MEX,Mexico,2,2,2370,1.062,0.923,253
972,25.57736526,-99.95914579,65042.98301,354,462,MEX.NLE,Nuevo LeΞΒΞΒ³n,0,MXE-NL,Nuevo LeΞΒΞ²ΒΒn,MXE,79,7,Northern America,MEX,Mexico,2,2,2370,0.544,0.45,293
973,16.95948233,-96.43132439,92407.49742,548,463,MEX.OAX,Oaxaca,0,MXS-OA,Oaxaca,MXS,79,7,Northern America,MEX,Mexico,2,2,2370,0.593,0.516,477
974,19.00160735,-97.88534475,34260.21579,468,464,MEX.PUE,Puebla,0,MXC-PU,Puebla,MXC,79,7,Northern America,MEX,Mexico,2,2,2370,1.366,1.138,390
975,20.84466113,-99.84649852,12061.30513,374,465,MEX.QUE,QuerΞΒΞΒ©taro,0,MXE-QU,QuerΞΒ²ΞΒΞΒtaro,MXE,79,7,Northern America,MEX,Mexico,2,2,2370,3.101,2.661,321
976,19.5584582,-88.25512891,51058.60402,248,466,MEX.ROO,Quintana Roo,0,MXT-QR,Quintana Roo,MXT,79,7,Northern America,MEX,Mexico,2,2,2370,0.486,0.413,211
977,25.02178602,-107.4828019,57519.81022,321,467,MEX.SIN,Sinaloa,0,MXN-SI,Sinaloa,MXN,79,7,Northern America,MEX,Mexico,2,2,2370,0.558,0.473,272
978,22.61557813,-100.4382339,63980.51528,434,468,MEX.SLP,San Luis PotosΞΒΞΒ­,0,MXE-SL,San Luis PotosΞΒΞ²ΒΒ,MXE,79,7,Northern America,MEX,Mexico,2,2,2370,0.678,0.58,371
979,18.7917511,-110.9750656,135.995698,47,469,MEX.SOC,Socorro,1,MXI-RG,Revillagigedo Is.,MXI,79,7,Northern America,MEX,Mexico,2,2,76,34.56,34.56,47
980,29.71292697,-110.816368,180607.0594,342,470,MEX.SON,Sonora,0,MXN-SO,Sonora,MXN,79,7,Northern America,MEX,Mexico,2,2,2370,0.189,0.161,291
981,17.94630433,-92.57568899,24003.17769,313,471,MEX.TAB,Tabasco,0,MXT-TB,Tabasco,MXT,79,7,Northern America,MEX,Mexico,2,2,2370,1.304,1.142,274
982,24.2981932,-98.62181034,79328.62018,365,472,MEX.TAM,Tamaulipas,0,MXE-TA,Tamaulipas,MXE,79,7,Northern America,MEX,Mexico,2,2,2370,0.46,0.383,304
1290,45.38715753,-69.23046468,84386.1004,933,774,USA.ME,Maine,0,MAI-OO,Maine,MAI,75,7,Northern America,USA,United States of America (the),3,0,1997,1.106,1.056,891
1291,44.88047544,-85.73613837,250775.9245,1131,775,USA.MI,Michigan,0,MIC-OO,Michigan,MIC,75,7,Northern America,USA,United States of America (the),3,0,1997,0.451,0.432,1083
1292,46.34788238,-94.199058,225001.8849,633,776,USA.MN,Minnesota,0,MIN-OO,Minnesota,MIN,74,7,Northern America,USA,United States of America (the),3,0,1997,0.281,0.273,614
1293,38.37431054,-92.49047835,180413.8382,944,777,USA.MO,Missouri,0,MSO-OO,Missouri,MSO,74,7,Northern America,USA,United States of America (the),3,0,1997,0.523,0.494,892
1294,32.75758366,-89.67307909,123923.4986,826,778,USA.MS,Mississippi,0,MSI-OO,Mississippi,MSI,78,7,Northern America,USA,United States of America (the),3,0,1997,0.667,0.644,798
1295,47.03183598,-109.6379588,379494.627,592,779,USA.MT,Montana,0,MNT-OO,Montana,MNT,73,7,Northern America,USA,United States of America (the),3,0,1997,0.156,0.154,585
1296,35.5512649,-79.38738655,127892.5528,1143,780,USA.NC,North Carolina,0,NCA-OO,North Carolina,NCA,78,7,Northern America,USA,United States of America (the),3,0,1997,0.894,0.869,1111
1297,47.44746533,-100.4593555,182562.3695,344,781,USA.ND,North Dakota,0,NDA-OO,North Dakota,NDA,74,7,Northern America,USA,United States of America (the),3,0,1997,0.188,0.186,340
1298,41.52782156,-99.79240896,200135.0147,500,782,USA.NE,Nebraska,0,NEB-OO,Nebraska,NEB,74,7,Northern America,USA,United States of America (the),3,0,1997,0.25,0.243,487
1299,43.69056637,-71.57908531,24194.34447,718,783,USA.NH,New Hampshire,0,NWH-OO,New Hampshire,NWH,75,7,Northern America,USA,United States of America (the),3,0,1997,2.968,2.815,681
1300,18.40323457,-75.01361815,5.17264672,30,784,USA.NI,Navassa Island,1,HAI-NI,Navassa I.,HAI,81,8,Southern America,UMI,United States Minor Outlying Islands (the),3,0,14,579.974,579.974,30
1301,40.19292621,-74.66485125,19713.43827,1229,785,USA.NJ,New Jersey,0,NWJ-OO,New Jersey,NWJ,75,7,Northern America,USA,United States of America (the),3,0,1997,6.234,5.971,1177
1302,34.4230264,-106.1077166,315098.6738,577,786,USA.NM,New Mexico,0,NWM-OO,New Mexico,NWM,77,7,Northern America,USA,United States of America (the),3,0,1997,0.183,0.177,558
1303,39.35822493,-116.6520892,286612.2143,447,787,USA.NV,Nevada,0,NEV-OO,Nevada,NEV,76,7,Northern America,USA,United States of America (the),3,0,1997,0.156,0.151,433
