OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id,tnorm
"852",-0.59750677376,11.7930439195,261815.27254,"114","343",GAB,Gabon,"0",GAB-OO,Gabon,GAB,"23","2",Africa,GAB,Gabon,"1","2","3",0.044
"853",-7.33932910265,72.4342634637,37.3177976465,"133","344",GBR.DG,Diego Garcia,"1",CGS-OO,Chagos Archipelago,CGS,"29","2",Africa,IOT,British Indian Ocean Territory (the),"2","1","137",356.398
"859",7.93321638298,-1.21594794485,239300.805881,"507","350",GHA,Ghana,"0",GHA-OO,Ghana,GHA,"22","2",Africa,GHA,Ghana,"2","2","2417",0.212
"860",10.4301856556,-10.927498327,244529.005807,"93","351",GIN,Guinea,"0",GUI-OO,Guinea,GUI,"22","2",Africa,GIN,Guinea,"1","2","139",0.038
"862",12.1560098586,-14.3473269758,15015.8709973,"27","353",GNB.EA,GNB_East,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau,"1","2","22",0.180
"863",12.2210499625,-15.6372900249,11226.3047924,"40","354",GNB.NO,GNB_North,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau,"1","2","22",0.356
"864",11.4545273234,-15.2126623756,7015.5018247,"30","355",GNB.SO,GNB_South,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau,"1","2","22",0.428
"926",0.51708499814,37.8494241776,582172.827545,"433","417",KEN,Kenya,"0",KEN-OO,Kenya,KEN,"25","2",Africa,KEN,Kenya,"2","0","2410",0.074
"942",6.44204415416,-9.31068120748,95175.5671621,"157","433",LBR,Liberia,"0",LBR-OO,Liberia,LBR,"22","2",Africa,LBR,Liberia,"1","2","139",0.165
"943",27.0289433841,18.0225936103,1619009.66008,"48","434",LBY,Libyan Arab Jamahiriya,"0",LBY-OO,Libya,LBY,"20","2",Africa,LBY,Libya,"1","2","139",0.003
"947",-29.583136663,28.2227173497,30736.7039196,"580","438",LSO,Lesotho,"0",LES-OO,Lesotho,LES,"27","2",Africa,LSO,Lesotho,"3","2","100",1.887
"951",31.8964060925,-6.32364022716,405714.670076,"177","442",MAR,Morocco,"0",MOR-MO,Morocco,MOR,"20","2",Africa,MAR,Morocco,"1","2","139",0.044
"953",-19.37316753,46.7059983133,592983.883627,"667","444",MDG,Madagascar,"1",MDG-OO,Madagascar,MDG,"29","2",Africa,MDG,Madagascar,"1","2","139",0.112
"992",17.3477449768,-3.52228927293,1256003.59005,"82","482",MLI,Mali,"0",MLI-OO,Mali,MLI,"22","2",Africa,MLI,Mali,"1","2","139",0.007
"1007",-13.0710691156,36.4621618073,128705.491298,"68","497",MOZ.A,Nassa,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.053
"1008",-19.0398345919,33.4324423949,62852.4426483,"96","498",MOZ.B,Manica,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.153
"1009",-23.320108121,32.8002755206,75562.5971099,"89","499",MOZ.G,Gaza,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.118
"1010",-22.8087856458,34.5091878328,68116.2990777,"34","500",MOZ.I,Inhambane,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.050
"1011",-25.5420085957,32.4493346108,23673.7272488,"325","501",MOZ.L,Maputo,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",1.373
"1012",-14.9636580243,39.2569744282,78281.8806979,"34","502",MOZ.N,Nampula,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.043
"1013",-12.4587102915,39.3669424526,78151.9331634,"17","503",MOZ.P,Cabo Delgado,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.022
"1014",-16.6595003358,36.9867709491,102689.064212,"44","504",MOZ.Q,Zambezia,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.043
"1015",-19.0527431555,34.6783407892,67345.3185283,"84","505",MOZ.S,Sofala,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.125
"1016",-15.5217296466,32.7652055845,100961.886528,"73","506",MOZ.T,Tete,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.072
"1017",20.2564673802,-10.3328522127,1037775.53849,"76","507",MRT,Mauritania,"0",MTN-OO,Mauritania,MTN,"22","2",Africa,MRT,Mauritania,"1","2","139",0.007
"1020",-20.2518657056,57.8707666407,2144.89428132,"746","510",MUS,Mauritius,"1",MAU-OO,Mauritius,MAU,"29","2",Africa,MUS,Mauritius,"3","2","2393",34.780
"1021",-13.1971037714,34.2883337034,116981.580809,"56","511",MWI,Malawi,"0",MLW-OO,Malawi,MLW,"26","2",Africa,MWI,Malawi,"1","2","139",0.048
"1023",-22.1386821203,17.2185759376,825516.904016,"767","513",NAM,Namibia,"0",NAM-OO,Namibia,NAM,"27","2",Africa,NAM,Namibia,"3","2","100",0.093
"1025",17.420612226,9.40502513468,1181786.90839,"41","515",NER,Niger,"0",NGR-OO,Niger,NGR,"22","2",Africa,NER,Niger (the),"1","2","139",0.003
"1027",9.59431755284,8.10129900687,909687.287074,"218","517",NGA,Nigeria,"0",NGA-OO,Nigeria,NGA,"22","2",Africa,NGA,Nigeria,"1","2","139",0.024
"1075",32.507628076,-16.5088338161,13.973606469,"16","536",PRT.DES,Desertas,"1",MDR-OO,Madeira,MDR,"21","2",Africa,PRT,Portugal,"3","2","15",114.502
"1076",32.7463372486,-16.9991297002,740.937731316,"889","537",PRT.MAD,Madeira,"1",MDR-OO,Madeira,MDR,"21","2",Africa,PRT,Portugal,"1","2","139",119.983
"1077",33.0691804206,-16.3421739085,40.3314766049,"101","539",PRT.PSA,Porto Santo,"1",MDR-OO,Madeira,MDR,"21","2",Africa,PRT,Portugal,"3","2","15",250.425
"1078",30.1122634366,-15.9192277095,4.84837792457,"17","540",PRT.SIS,Salvage Islands,"1",SEL-OO,Selvagens,SEL,"21","2",Africa,PRT,Portugal,"3","2","15",350.633
"1192",-1.99134604551,29.9387973944,24924.7205488,"331","658",RWA,Rwanda,"0",RWA-OO,Rwanda,RWA,"23","2",Africa,RWA,Rwanda,"2","0","2410",1.328
"1194",13.8315346005,30.0499515198,2486951.97714,"68","660",SDN,Sudan (incl. South Sudan),"0",SUD-OO,Sudan,SUD,"24","2",Africa,SDN,Sudan (the),"1","2","139",0.003
"1195",14.3683390661,-14.4630774102,196705.085302,"106","661",SEN,Senegal,"0",SEN-OO,Senegal,SEN,"22","2",Africa,SEN,Senegal,"1","2","139",0.054
"1202",8.5505952046,-11.7752289795,72808.4114456,"81","670",SLE,Sierra Leone,"0",SIE-OO,Sierra Leone,SIE,"22","2",Africa,SLE,Sierra Leone,"1","2","139",0.111
"1203",6.0665448275,45.8483581035,635246.396084,"69","671",SOM,Somalia,"0",SOM-OO,Somalia,SOM,"24","2",Africa,SOM,Somalia,"1","2","139",0.011
"1210",-26.5790229197,31.490266161,16784.1139105,"587","678",SWZ,Swaziland,"0",SWZ-OO,Swaziland,SWZ,"27","2",Africa,SWZ,Swaziland,"3","2","100",3.497
"1212",-4.88012684534,53.3867928597,0.06989501538,"2","680",SYC.AFB,"African Banks, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",2861.434
"1213",-9.4254833429,46.3688140689,164.227088468,"53","681",SYC.ALD,"Aldabra, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",32.272
"1214",-7.00618449332,52.7264768759,1.92966384939,"27","682",SYC.ALP,"Alphonse, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",1399.207
"1215",-4.21257091387,55.6665693344,0.8338684406,"40","683",SYC.ARI,"Aride, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",4796.920
"1216",-9.73086526443,46.5115120379,12.07709085,"35","684",SYC.ASS,"Assumption, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",289.805
"1217",-10.0866035551,47.7417225241,10.9570703973,"32","685",SYC.AST,"Astove, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",292.049
"1218",-3.72020925513,55.2054870165,1.03496927402,"91","686",SYC.BIR,"Bird, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",8792.532
"1219",-4.25860835154,55.6733566699,0.061403558,"1","687",SYC.BOI,"Booby Island, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",1628.570
"1220",-4.31219654102,55.8653632299,0.0370753624,"2","688",SYC.COC,"Cocos, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",5394.418
"1221",-7.12963718239,56.2799942758,9.98385983661,"54","689",SYC.COE,"Coetivy, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",540.873
"1222",-4.66376746921,55.3659916657,0.7036500834,"38","690",SYC.CON,"Conception, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",5400.411
"1223",-9.72632340293,47.573175224,6.27331611165,"26","691",SYC.COS,"Cosmoledo, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",414.454
"1224",-4.33123068189,55.6628579546,0.4339959122,"86","692",SYC.COU,"Cousin, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",19815.855
"1225",-4.35073594705,55.6477239631,0.31873122768,"3","693",SYC.CSE,"Cousine, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",941.232
"1226",-4.28281780975,55.7252336692,3.34934537257,"111","694",SYC.CUR,"Curieuse, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",3314.080
"1227",-5.41573065518,53.2984640917,1.75554917788,"52","695",SYC.DAR,"Darros, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",2962.036
"1228",-3.8058352787,55.6666413843,1.67381312225,"94","696",SYC.DEN,"Denis, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",5615.920
"1229",-5.68939570715,53.669040189,4.3624986167,"26","697",SYC.DES,"Desroches, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",595.989
"1230",-6.23487558137,53.0434223888,0.49932720334,"15","698",SYC.DNO,"Desnoefs, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",3004.042
"1231",-10.1593208733,51.1655659972,9.13084026684,"39","699",SYC.FAR,"Farquhar, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",427.124
"1232",-4.32806083757,55.8748652878,2.88402955408,"69","700",SYC.FEL,"Felicite, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",2392.486
"1233",-4.58633319167,55.941317502,2.2996071877,"101","701",SYC.FRE,"Fregate, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",4392.054
"1234",-4.28991463364,55.8691056854,0.88943828864,"60","702",SYC.GSO,"Grande Soeur, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",6745.831
"1235",-4.63478271976,55.5004498803,1.13199508698,"27","703",SYC.IAC,"Ile au Cerf, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",2385.169
"1236",-4.65965622905,55.5259403272,2.14009481974,"34","704",SYC.IAN,"Ile Anonyme, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",1588.715
"1237",-4.6265988028,55.5082167586,0.24521208368,"21","705",SYC.ILO,"Ile Longue, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",8564.015
"1238",-4.60718456626,55.5010580178,1.46107400507,"67","706",SYC.ISA,"Ile St Anne, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",4585.668
"1239",-4.68586599157,55.4335808802,0.04575418594,"2","707",SYC.IVM,"Ile aux Vaches Marines, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",4371.185
"1240",-4.36089469325,55.8378782957,10.5736914941,"77","708",SYC.LDI,"La Digue, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",728.222
"1241",-4.67644340825,55.4672799831,163.012831295,"290","709",SYC.MAH,"Mahe, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",177.900
"1242",-4.34199659553,55.9211002893,1.07254157802,"70","710",SYC.MAR,"Marianne, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",6526.554
"1243",-6.17923314702,53.1438968969,0.69476691481,"29","711",SYC.MLO,"Marie-Louise, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",4174.062
"1244",-4.39299610902,55.2445725234,2.12434218435,"160","712",SYC.NOI,"North Island, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",7531.743
"1245",-5.86369111617,55.3846625558,0.5641773671,"21","713",SYC.PLA,"Platte, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",3722.234
"1246",-5.7609208545,53.3063415916,3.45751131002,"40","714",SYC.POI,"Poivre, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",1156.901
"1247",-4.32387974155,55.7301449723,39.3214655982,"104","715",SYC.PRA,"Praslin, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",264.487
"1248",-9.53196010943,50.9869176658,1.3304688644,"7","716",SYC.PRO,"Providence, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",526.130
"1249",-4.28818192586,55.85551649,0.51615613171,"2","717",SYC.PSO,"Petit Soeur, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",387.480
"1250",-4.58228305954,55.7636094349,0.29616630402,"2","718",SYC.REC,"Recifs, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",675.296
"1251",-5.11664110791,53.3123364913,0.31456635436,"25","719",SYC.REM,"Remire, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",7947.449
"1252",-7.15671817372,52.7381340313,0.72164858588,"4","720",SYC.SFR,"St Francois, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",554.286
"1253",-4.48721069943,55.2306648807,20.5509433112,"133","721",SYC.SIL,"Silhouette, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",647.172
"1254",-5.43712136091,53.3581190508,1.58177684279,"16","722",SYC.SJO,"St Joseph, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",1011.521
"1255",-9.33168443265,50.7275142695,1.87770580577,"10","723",SYC.STP,"St Pierre, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",532.565
"1256",-4.67404354442,55.4013248793,0.8631560638,"51","724",SYC.THE,"Therese, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",5908.549
"1258",8.54212547358,0.96559985382,55956.2186276,"71","726",TGO,Togo,"0",TOG-OO,Togo,TOG,"22","2",Africa,TGO,Togo,"1","2","139",0.127
"1261",34.103492404,9.56726677799,156557.864398,"136","729",TUN,Tunisia,"0",TUN-OO,Tunisia,TUN,"20","2",Africa,TUN,Tunisia,"1","2","139",0.087
"1264",-6.29028032043,34.8238594194,938449.24977,"774","732",TZA,United Republic of Tanzania,"0",TAN-OO,Tanzania,TAN,"25","2",Africa,TZA,"Tanzania, United Republic of","2","0","2410",0.082
"1265",1.281853432,32.3781937916,244557.285138,"263","733",UGA,Uganda,"0",UGA-OO,Uganda,UGA,"25","2",Africa,UGA,Uganda,"2","0","2410",0.108
"1335",-32.1418865264,26.4674226429,170114.789897,"1129","819",ZAF.EC,Eastern Cape,"0",CPP-EC,Eastern Cape Province,CPP,"27","2",Africa,ZAF,South Africa,"3","2","100",0.664
"1336",-28.6101174331,26.8644746752,129989.752852,"661","820",ZAF.FS,Orange Free State,"0",OFS-OO,Free State,OFS,"27","2",Africa,ZAF,South Africa,"3","2","100",0.509
"1337",-26.0452978098,28.2092286788,18631.6343265,"846","821",ZAF.GA,Gauteng,"0",TVL-GA,Gauteng,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100",4.541
"1338",-28.7083863662,30.7249771839,92709.174312,"1143","822",ZAF.KZN,KwaZulu-Natal,"0",NAT-OO,KwaZulu-Natal,NAT,"27","2",Africa,ZAF,South Africa,"3","2","100",1.233
"1339",-23.7372273904,29.3127834294,122679.160215,"667","823",ZAF.LI,Limpopo,"0",TVL-NP,Northern Province,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100",0.544
"1341",-25.8661262269,30.2370477337,78144.9011819,"829","825",ZAF.MP,Mpumalanga,"0",TVL-MP,Mpumalanga,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100",1.061
"1342",-29.5257979332,21.3470615039,362330.489665,"511","826",ZAF.NC,Northern Cape,"0",CPP-NC,Northern Cape Province,CPP,"27","2",Africa,ZAF,South Africa,"3","2","100",0.141
"1343",-26.3189832959,25.3359705937,116289.681723,"545","827",ZAF.NW,North West,"0",TVL-NW,North-West Province,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100",0.469
"1345",-33.0114357681,20.6141828209,129053.317067,"1032","829",ZAF.WC,Western Cape,"0",CPP-WC,Western Cape Province,CPP,"27","2",Africa,ZAF,South Africa,"3","2","100",0.800
"1346",-14.176569189,28.6066422095,94183.6505269,"36","830",ZMB.CE,Central,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.038
"1347",-13.1206680178,27.8509321361,31465.2034107,"43","831",ZMB.CO,Copperbelt,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.137
"1348",-12.9659135609,32.139534882,69163.1359565,"53","832",ZMB.EA,Eastern,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.077
"1349",-10.6997942715,29.2076635864,49193.1666976,"20","833",ZMB.LP,Luapula,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.041
"1350",-15.359948026,29.1997006616,22507.6856238,"77","834",ZMB.LS,Lusaka,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.342
"1351",-10.4895548021,31.160768182,147563.810732,"68","835",ZMB.NO,Northern,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.046
"1352",-13.027978418,25.0602762177,125251.485297,"34","836",ZMB.NW,North-western,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.027
"1353",-16.5844559531,26.6662276486,85441.6591101,"70","837",ZMB.SO,Southern,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.082
"1354",-15.6415923076,23.6803767711,127150.409965,"32","838",ZMB.WE,Western,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.025
