OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completene,complete_1,ref_id,tnorm
"406",37.795400020899997,-25.481891242100001,744.721488155999964,"915","985",PRT.AZO.MIG,SΞΒΞΒΞΒΞΒ£o Miguel,"1",AZO-OO,AΞΒΞΒ²ΞΒΞΒΞΒ²ΞΒΞΒΞΒΞΒ²ΞΒΞΒΞΒΞΒres,AZO,"21","2",Africa,PRT,Portugal,"3","2","2388",122.864999999999995
"432",-15.959405660600000,-5.708493692460000,168.128007825999987,"252","668",SHN.SH,St Helena,"1",STH-OO,St.Helena,STH,"28","2",Africa,SHN,"Saint Helena, Ascension and Tristan da Cunha","2","2","72",149.885999999999996
"453",38.723901110900002,-27.212299942400001,400.562027458999978,"827","986",PRT.AZO.TER,Terceira,"1",AZO-OO,AΞΒΞΒ²ΞΒΞΒΞΒ²ΞΒΞΒΞΒΞΒ²ΞΒΞΒΞΒΞΒres,AZO,"21","2",Africa,PRT,Portugal,"3","2","2388",206.460000000000008
"509",-12.299477118400000,17.537964823500001,1248577.788690000073984,"364","2",AGO,Angola,"0",ANG-OO,Angola,ANG,"26","2",Africa,AGO,Angola,"1","2","139",0.029000000000000
"643",-3.340337928280000,29.901754561200001,26979.616204199999629,"272","138",BDI,Burundi,"0",BUR-OO,Burundi,BUR,"23","2",Africa,BDI,Burundi,"2","0","2410",1.008000000000000
"645",9.632194952540001,2.338320551170000,118026.776385000004666,"440","140",BEN,Benin,"0",BEN-OO,Benin,BEN,"22","2",Africa,BEN,Benin,"2","2","139",0.373000000000000
"649",12.264786418000000,-1.747824699440000,272979.859024000004865,"234","144",BFA,Burkina Faso,"0",BKN-OO,Burkina,BKN,"22","2",Africa,BFA,Burkina Faso,"1","2","139",0.086000000000000
"692",-22.181238308299999,23.806604371900001,578232.142599000013433,"442","181",BWA,Botswana,"0",BOT-OO,Botswana,BOT,"27","2",Africa,BWA,Botswana,"3","2","100",0.076000000000000
"693",6.571662845050000,20.492119717300000,617326.723429000005126,"61","182",CAF,Central African Republic,"0",CAF-OO,Central African Republic,CAF,"23","2",Africa,CAF,Central African Republic (the),"1","2","139",0.010000000000000
"719",15.342124597600000,18.667136127300001,1271745.011750000063330,"199","725",TCD,Chad,"0",CHA-OO,Chad,CHA,"24","2",Africa,TCD,Chad,"2","2","2407",0.016000000000000
"816",-11.892755983200001,43.675922233400001,1716.245819250000068,"3","307",COM,Comoros,"1",COM-CO,Comoros,COM,"29","2",Africa,COM,Comoros (the),"1","2","139",0.175000000000000
"817",15.936140242200000,-23.967239766300001,3883.142707510000037,"84","308",CPV,Cape Verde,"1",CVI-OO,Cape Verde,CVI,"21","2",Africa,CPV,Cabo Verde,"1","2","139",2.163000000000000
"830",28.161801588900001,2.626614643360000,2315003.174769999925047,"227","321",DZA,Algeria,"0",ALG-OO,Algeria,ALG,"20","2",Africa,DZA,Algeria,"2","2","2401",0.010000000000000
"833",26.503864654200001,29.866954254900001,997022.267569000017829,"220","324",EGY,Egypt,"0",EGY-OO,Egypt,EGY,"20","2",Africa,EGY,Egypt,"1","2","139",0.022000000000000
"834",15.344075329800001,38.837327580599997,119576.281235000002198,"70","325",ERI,Eritrea,"0",ERI-OO,Eritrea,ERI,"24","2",Africa,ERI,Eritrea,"1","2","139",0.059000000000000
"837",28.336625149300001,-15.674047208899999,7555.959922680000091,"409","327",ESP.CI,Canary Islands,"1",CNY-OO,Canary Is.,CNY,"21","2",Africa,ESP,Spain,"1","2","139",5.413000000000000
"839",8.618623184940001,39.627783818499999,1129403.897369999904186,"697","330",ETH,Ethiopia,"0",ETH-OO,Ethiopia,ETH,"24","2",Africa,ETH,Ethiopia,"2","0","2410",0.062000000000000
"852",-0.597506773760000,11.793043919500001,261815.272540000005392,"114","343",GAB,Gabon,"0",GAB-OO,Gabon,GAB,"23","2",Africa,GAB,Gabon,"1","2","3",0.044000000000000
"853",-7.339329102650000,72.434263463700006,37.317797646499997,"133","344",GBR.DG,Diego Garcia,"1",CGS-OO,Chagos Archipelago,CGS,"29","2",Africa,IOT,British Indian Ocean Territory (the),"2","1","137",356.398000000000025
"859",7.933216382980000,-1.215947944850000,239300.805881000007503,"507","350",GHA,Ghana,"0",GHA-OO,Ghana,GHA,"22","2",Africa,GHA,Ghana,"2","2","2417",0.212000000000000
"860",10.430185655600001,-10.927498327000000,244529.005807000008645,"93","351",GIN,Guinea,"0",GUI-OO,Guinea,GUI,"22","2",Africa,GIN,Guinea,"1","2","139",0.038000000000000
"862",12.156009858599999,-14.347326975800000,15015.870997300000454,"27","353",GNB.EA,GNB_East,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau,"1","2","22",0.180000000000000
"863",12.221049962500000,-15.637290024900000,11226.304792400000224,"40","354",GNB.NO,GNB_North,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau,"1","2","22",0.356000000000000
"864",11.454527323400001,-15.212662375600001,7015.501824699999815,"30","355",GNB.SO,GNB_South,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau,"1","2","22",0.428000000000000
"926",0.517084998140000,37.849424177600000,582172.827545000007376,"433","417",KEN,Kenya,"0",KEN-OO,Kenya,KEN,"25","2",Africa,KEN,Kenya,"2","0","2410",0.074000000000000
"942",6.442044154160000,-9.310681207480000,95175.567162099992856,"157","433",LBR,Liberia,"0",LBR-OO,Liberia,LBR,"22","2",Africa,LBR,Liberia,"1","2","139",0.165000000000000
"943",27.028943384100000,18.022593610300000,1619009.660080000059679,"48","434",LBY,Libyan Arab Jamahiriya,"0",LBY-OO,Libya,LBY,"20","2",Africa,LBY,Libya,"1","2","139",0.003000000000000
"947",-29.583136663000001,28.222717349700002,30736.703919600000518,"580","438",LSO,Lesotho,"0",LES-OO,Lesotho,LES,"27","2",Africa,LSO,Lesotho,"3","2","100",1.887000000000000
"951",31.896406092500001,-6.323640227160000,405714.670075999980327,"177","442",MAR,Morocco,"0",MOR-MO,Morocco,MOR,"20","2",Africa,MAR,Morocco,"1","2","139",0.044000000000000
"953",-19.373167530000000,46.705998313300000,592983.883627000031993,"667","444",MDG,Madagascar,"1",MDG-OO,Madagascar,MDG,"29","2",Africa,MDG,Madagascar,"1","2","139",0.112000000000000
"992",17.347744976800001,-3.522289272930000,1256003.590049999998882,"82","482",MLI,Mali,"0",MLI-OO,Mali,MLI,"22","2",Africa,MLI,Mali,"1","2","139",0.007000000000000
"1007",-13.071069115600000,36.462161807299999,128705.491297999993549,"68","497",MOZ.A,Nassa,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.053000000000000
"1008",-19.039834591900000,33.432442394900001,62852.442648299998837,"96","498",MOZ.B,Manica,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.153000000000000
"1009",-23.320108121000001,32.800275520600003,75562.597109900001669,"89","499",MOZ.G,Gaza,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.118000000000000
"1010",-22.808785645800000,34.509187832800002,68116.299077699994086,"34","500",MOZ.I,Inhambane,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.050000000000000
"1011",-25.542008595700000,32.449334610800001,23673.727248800001689,"325","501",MOZ.L,Maputo,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",1.373000000000000
"1012",-14.963658024300001,39.256974428200003,78281.880697899992811,"34","502",MOZ.N,Nampula,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.043000000000000
"1013",-12.458710291499999,39.366942452600000,78151.933163399997284,"17","503",MOZ.P,Cabo Delgado,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.022000000000000
"1014",-16.659500335800001,36.986770949099999,102689.064211999997497,"44","504",MOZ.Q,Zambezia,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.043000000000000
"1015",-19.052743155500000,34.678340789200000,67345.318528300005710,"84","505",MOZ.S,Sofala,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.125000000000000
"1016",-15.521729646600001,32.765205584500002,100961.886528000002727,"73","506",MOZ.T,Tete,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28",0.072000000000000
"1017",20.256467380200000,-10.332852212700001,1037775.538489999948069,"76","507",MRT,Mauritania,"0",MTN-OO,Mauritania,MTN,"22","2",Africa,MRT,Mauritania,"1","2","139",0.007000000000000
"1020",-20.251865705600000,57.870766640699998,2144.894281320000118,"746","510",MUS,Mauritius,"1",MAU-OO,Mauritius,MAU,"29","2",Africa,MUS,Mauritius,"3","2","2393",34.780000000000001
"1021",-13.197103771400000,34.288333703399999,116981.580809000006411,"56","511",MWI,Malawi,"0",MLW-OO,Malawi,MLW,"26","2",Africa,MWI,Malawi,"1","2","139",0.048000000000000
"1023",-22.138682120300000,17.218575937600001,825516.904015999985859,"767","513",NAM,Namibia,"0",NAM-OO,Namibia,NAM,"27","2",Africa,NAM,Namibia,"3","2","100",0.093000000000000
"1025",17.420612225999999,9.405025134680001,1181786.908389999996871,"41","515",NER,Niger,"0",NGR-OO,Niger,NGR,"22","2",Africa,NER,Niger (the),"1","2","139",0.003000000000000
"1027",9.594317552840000,8.101299006870001,909687.287073999992572,"218","517",NGA,Nigeria,"0",NGA-OO,Nigeria,NGA,"22","2",Africa,NGA,Nigeria,"1","2","139",0.024000000000000
"1075",32.507628076000003,-16.508833816100001,13.973606469000000,"16","536",PRT.DES,Desertas,"1",MDR-OO,Madeira,MDR,"21","2",Africa,PRT,Portugal,"3","2","15",114.501999999999995
"1076",32.746337248600000,-16.999129700200001,740.937731316000054,"889","537",PRT.MAD,Madeira,"1",MDR-OO,Madeira,MDR,"21","2",Africa,PRT,Portugal,"1","2","139",119.983000000000004
"1077",33.069180420599999,-16.342173908500001,40.331476604899997,"101","539",PRT.PSA,Porto Santo,"1",MDR-OO,Madeira,MDR,"21","2",Africa,PRT,Portugal,"3","2","15",250.425000000000011
"1078",30.112263436599999,-15.919227709499999,4.848377924570000,"17","540",PRT.SIS,Salvage Islands,"1",SEL-OO,Selvagens,SEL,"21","2",Africa,PRT,Portugal,"3","2","15",350.632999999999981
"1192",-1.991346045510000,29.938797394400002,24924.720548799999960,"331","658",RWA,Rwanda,"0",RWA-OO,Rwanda,RWA,"23","2",Africa,RWA,Rwanda,"2","0","2410",0.000000000000000
"1194",13.831534600499999,30.049951519800000,2486951.977140000090003,"68","660",SDN,Sudan (incl. South Sudan),"0",SUD-OO,Sudan,SUD,"24","2",Africa,SDN,Sudan (the),"1","2","139",0.003000000000000
"1195",14.368339066100001,-14.463077410200000,196705.085301999992225,"106","661",SEN,Senegal,"0",SEN-OO,Senegal,SEN,"22","2",Africa,SEN,Senegal,"1","2","139",0.054000000000000
"1202",8.550595204600000,-11.775228979500000,72808.411445599995204,"81","670",SLE,Sierra Leone,"0",SIE-OO,Sierra Leone,SIE,"22","2",Africa,SLE,Sierra Leone,"1","2","139",0.111000000000000
"1203",6.066544827500000,45.848358103499997,635246.396084000007249,"69","671",SOM,Somalia,"0",SOM-OO,Somalia,SOM,"24","2",Africa,SOM,Somalia,"1","2","139",0.011000000000000
"1210",-26.579022919700002,31.490266161000001,16784.113910500000202,"587","678",SWZ,Swaziland,"0",SWZ-OO,Swaziland,SWZ,"27","2",Africa,SWZ,Swaziland,"3","2","100",3.497000000000000
"1212",-4.880126845340000,53.386792859700002,0.069895015380000,"2","680",SYC.AFB,"African Banks, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",2861.434000000000196
"1213",-9.425483342900000,46.368814068900001,164.227088468000005,"53","681",SYC.ALD,"Aldabra, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",32.271999999999998
"1214",-7.006184493320000,52.726476875899998,1.929663849390000,"27","682",SYC.ALP,"Alphonse, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",1399.207000000000107
"1215",-4.212570913870000,55.666569334400002,0.833868440600000,"40","683",SYC.ARI,"Aride, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",4796.920000000000073
"1216",-9.730865264429999,46.511512037899998,12.077090849999999,"35","684",SYC.ASS,"Assumption, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",289.805000000000007
"1217",-10.086603555100000,47.741722524099998,10.957070397300001,"32","685",SYC.AST,"Astove, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",292.048999999999978
"1218",-3.720209255130000,55.205487016500001,1.034969274020000,"91","686",SYC.BIR,"Bird, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",8792.531999999999243
"1219",-4.258608351540000,55.673356669900002,0.061403558000000,"1","687",SYC.BOI,"Booby Island, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",1628.569999999999936
"1220",-4.312196541020000,55.865363229899998,0.037075362400000,"2","688",SYC.COC,"Cocos, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",5394.417999999999665
"1221",-7.129637182390000,56.279994275800000,9.983859836610000,"54","689",SYC.COE,"Coetivy, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",540.873000000000047
"1222",-4.663767469210000,55.365991665700001,0.703650083400000,"38","690",SYC.CON,"Conception, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",5400.411000000000058
"1223",-9.726323402929999,47.573175224000003,6.273316111650000,"26","691",SYC.COS,"Cosmoledo, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",414.454000000000008
"1224",-4.331230681890000,55.662857954600000,0.433995912200000,"86","692",SYC.COU,"Cousin, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",19815.854999999999563
"1225",-4.350735947050000,55.647723963099999,0.318731227680000,"3","693",SYC.CSE,"Cousine, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",941.231999999999971
"1226",-4.282817809750000,55.725233669200001,3.349345372570000,"111","694",SYC.CUR,"Curieuse, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",3314.079999999999927
"1227",-5.415730655180000,53.298464091699998,1.755549177880000,"52","695",SYC.DAR,"Darros, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",2962.036000000000058
"1228",-3.805835278700000,55.666641384300000,1.673813122250000,"94","696",SYC.DEN,"Denis, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",5615.920000000000073
"1229",-5.689395707150000,53.669040189000000,4.362498616700000,"26","697",SYC.DES,"Desroches, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",595.989000000000033
"1230",-6.234875581370000,53.043422388800003,0.499327203340000,"15","698",SYC.DNO,"Desnoefs, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",3004.041999999999916
"1231",-10.159320873300000,51.165565997199998,9.130840266840000,"39","699",SYC.FAR,"Farquhar, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",427.124000000000024
"1232",-4.328060837570000,55.874865287799999,2.884029554080000,"69","700",SYC.FEL,"Felicite, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",2392.485999999999876
"1233",-4.586333191670000,55.941317501999997,2.299607187700000,"101","701",SYC.FRE,"Fregate, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",4392.054000000000087
"1234",-4.289914633640000,55.869105685400001,0.889438288640000,"60","702",SYC.GSO,"Grande Soeur, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",6745.831000000000131
"1235",-4.634782719760000,55.500449880300003,1.131995086980000,"27","703",SYC.IAC,"Ile au Cerf, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",2385.168999999999869
"1236",-4.659656229050000,55.525940327199997,2.140094819740000,"34","704",SYC.IAN,"Ile Anonyme, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",1588.714999999999918
"1237",-4.626598802800000,55.508216758600000,0.245212083680000,"21","705",SYC.ILO,"Ile Longue, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",8564.014999999999418
"1238",-4.607184566260000,55.501058017799998,1.461074005070000,"67","706",SYC.ISA,"Ile St Anne, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",4585.667999999999665
"1239",-4.685865991570000,55.433580880199997,0.045754185940000,"2","707",SYC.IVM,"Ile aux Vaches Marines, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",4371.185000000000400
"1240",-4.360894693250000,55.837878295700001,10.573691494100000,"77","708",SYC.LDI,"La Digue, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",728.221999999999980
"1241",-4.676443408250000,55.467279983099999,163.012831295000012,"290","709",SYC.MAH,"Mahe, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",177.900000000000006
"1242",-4.341996595530000,55.921100289300000,1.072541578020000,"70","710",SYC.MAR,"Marianne, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",6526.554000000000087
"1243",-6.179233147020000,53.143896896900003,0.694766914810000,"29","711",SYC.MLO,"Marie-Louise, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",4174.061999999999898
"1244",-4.392996109020000,55.244572523400002,2.124342184350000,"160","712",SYC.NOI,"North Island, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",7531.743000000000393
"1245",-5.863691116170000,55.384662555799999,0.564177367100000,"21","713",SYC.PLA,"Platte, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",3722.233999999999924
"1246",-5.760920854500000,53.306341591600003,3.457511310020000,"40","714",SYC.POI,"Poivre, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",1156.901000000000067
"1247",-4.323879741550000,55.730144972300003,39.321465598200000,"104","715",SYC.PRA,"Praslin, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",264.487000000000023
"1248",-9.531960109430001,50.986917665800000,1.330468864400000,"7","716",SYC.PRO,"Providence, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",526.129999999999995
"1249",-4.288181925860000,55.855516489999999,0.516156131710000,"2","717",SYC.PSO,"Petit Soeur, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",387.480000000000018
"1250",-4.582283059540000,55.763609434899998,0.296166304020000,"2","718",SYC.REC,"Recifs, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",675.296000000000049
"1251",-5.116641107910000,53.312336491300002,0.314566354360000,"25","719",SYC.REM,"Remire, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",7947.448999999999614
"1252",-7.156718173720000,52.738134031300000,0.721648585880000,"4","720",SYC.SFR,"St Francois, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",554.285999999999945
"1253",-4.487210699430000,55.230664880699997,20.550943311200001,"133","721",SYC.SIL,"Silhouette, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",647.172000000000025
"1254",-5.437121360910000,53.358119050799999,1.581776842790000,"16","722",SYC.SJO,"St Joseph, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",1011.520999999999958
"1255",-9.331684432650000,50.727514269499999,1.877705805770000,"10","723",SYC.STP,"St Pierre, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49",532.565000000000055
"1256",-4.674043544420000,55.401324879299999,0.863156063800000,"51","724",SYC.THE,"Therese, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53",5908.548999999999978
"1258",8.542125473580001,0.965599853820000,55956.218627599999309,"71","726",TGO,Togo,"0",TOG-OO,Togo,TOG,"22","2",Africa,TGO,Togo,"1","2","139",0.127000000000000
"1261",34.103492404000001,9.567266777990000,156557.864398000005167,"136","729",TUN,Tunisia,"0",TUN-OO,Tunisia,TUN,"20","2",Africa,TUN,Tunisia,"1","2","139",0.087000000000000
"1264",-6.290280320430000,34.823859419400002,938449.249769999994896,"774","732",TZA,United Republic of Tanzania,"0",TAN-OO,Tanzania,TAN,"25","2",Africa,TZA,"Tanzania, United Republic of","2","0","2410",0.082000000000000
"1265",1.281853432000000,32.378193791599998,244557.285138000006555,"263","733",UGA,Uganda,"0",UGA-OO,Uganda,UGA,"25","2",Africa,UGA,Uganda,"2","0","2410",0.108000000000000
"1335",-32.141886526400000,26.467422642900001,170114.789897000009660,"1129","819",ZAF.EC,Eastern Cape,"0",CPP-EC,Eastern Cape Province,CPP,"27","2",Africa,ZAF,South Africa,"3","2","100",0.664000000000000
"1336",-28.610117433100001,26.864474675200000,129989.752852000005078,"661","820",ZAF.FS,Orange Free State,"0",OFS-OO,Free State,OFS,"27","2",Africa,ZAF,South Africa,"3","2","100",0.509000000000000
"1337",-26.045297809800001,28.209228678799999,18631.634326499999588,"846","821",ZAF.GA,Gauteng,"0",TVL-GA,Gauteng,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100",4.541000000000000
"1338",-28.708386366199999,30.724977183899998,92709.174312000002828,"1143","822",ZAF.KZN,KwaZulu-Natal,"0",NAT-OO,KwaZulu-Natal,NAT,"27","2",Africa,ZAF,South Africa,"3","2","100",1.233000000000000
